Study_id,Network_id,Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comments,Flower_data_merger
5_Marini,UNIPD02 AG,29,7,2019,UNIPD02 AG,Valeriana officinalis,3,Percentage of the species out of 100%,NA,ValerianaofficinalisUNIPD02 AG29-7-2019
5_Marini,UNIPD02 AG,29,7,2019,UNIPD02 AG,Vicia cracca,1,Percentage of the species out of 100%,NA,ViciacraccaUNIPD02 AG29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Achillea millefolium,1,Percentage of the species out of 100%,NA,AchilleamillefoliumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Aconitum napellus,1,Percentage of the species out of 100%,NA,AconitumnapellusUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Allium schoenoprasum,4,Percentage of the species out of 100%,NA,AlliumschoenoprasumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Arnica montana,2,Percentage of the species out of 100%,NA,ArnicamontanaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Campanula scheuchzeri,3,Percentage of the species out of 100%,NA,CampanulascheuchzeriUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Carum carvi,5,Percentage of the species out of 100%,NA,CarumcarviUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Crepis aurea,1,Percentage of the species out of 100%,NA,CrepisaureaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Euphrasia sp,1,Percentage of the species out of 100%,NA,EuphrasiaspUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Galium saxatile,5,Percentage of the species out of 100%,NA,GaliumsaxatileUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Geranium sylvaticum,1,Percentage of the species out of 100%,NA,GeraniumsylvaticumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Geum rivale,5,Percentage of the species out of 100%,NA,GeumrivaleUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Leontodon hispidus,3,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Leucanthemum vulgare,1,Percentage of the species out of 100%,NA,LeucanthemumvulgareUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Lychnis flos-cuculi,10,Percentage of the species out of 100%,NA,Lychnisflos-cuculiUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Pedicularis palustris,1,Percentage of the species out of 100%,NA,PedicularispalustrisUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Plantago media,1,Percentage of the species out of 100%,NA,PlantagomediaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Polygonum viviparum,1,Percentage of the species out of 100%,NA,PolygonumviviparumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Potentilla erecta,1,Percentage of the species out of 100%,NA,PotentillaerectaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Prunella grandiflora,10,Percentage of the species out of 100%,NA,PrunellagrandifloraUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Ranunculus acris,10,Percentage of the species out of 100%,NA,RanunculusacrisUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Rhinanthus minor,2,Percentage of the species out of 100%,NA,RhinanthusminorUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Senecio alpinus,5,Percentage of the species out of 100%,NA,SenecioalpinusUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Solidago virgaurea,1,Percentage of the species out of 100%,NA,SolidagovirgaureaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Stellaria graminea,3,Percentage of the species out of 100%,NA,StellariagramineaUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Thymus sp,1,Percentage of the species out of 100%,NA,ThymusspUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Trifolium badium,1,Percentage of the species out of 100%,NA,TrifoliumbadiumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Trifolium medium,10,Percentage of the species out of 100%,NA,TrifoliummediumUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AH,29,7,2019,UNIPD02 AH,Trifolium pratense,10,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AH29-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Adenostyles alpina,3,Percentage of the species out of 100%,NA,AdenostylesalpinaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Campanula scheuchzeri,2,Percentage of the species out of 100%,NA,CampanulascheuchzeriUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Carduus defloratus,5,Percentage of the species out of 100%,NA,CarduusdefloratusUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Centaurea nervosa,4,Percentage of the species out of 100%,NA,CentaureanervosaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Dianthus superbus,5,Percentage of the species out of 100%,NA,DianthussuperbusUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Helianthemum nummularium,2,Percentage of the species out of 100%,NA,HelianthemumnummulariumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Heracleum sphondylium,5,Percentage of the species out of 100%,NA,HeracleumsphondyliumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Hieracium valdepilosum,2,Percentage of the species out of 100%,NA,HieraciumvaldepilosumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Hypochaeris uniflora,2,Percentage of the species out of 100%,NA,HypochaerisunifloraUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Knautia arvensis,8,Percentage of the species out of 100%,NA,KnautiaarvensisUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Knautia longifolia,19,Percentage of the species out of 100%,NA,KnautialongifoliaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Lamium album,2,Percentage of the species out of 100%,NA,LamiumalbumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Leontodon hispidus,2,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Leucanthemum vulgare,5,Percentage of the species out of 100%,NA,LeucanthemumvulgareUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Potentilla erecta,2,Percentage of the species out of 100%,NA,PotentillaerectaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Prunella grandiflora,4,Percentage of the species out of 100%,NA,PrunellagrandifloraUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Ranunculus acris,2,Percentage of the species out of 100%,NA,RanunculusacrisUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Rhinanthus sp,3,Percentage of the species out of 100%,NA,RhinanthusspUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Solidago virgaurea,6,Percentage of the species out of 100%,NA,SolidagovirgaureaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Trifolium badium,1,Percentage of the species out of 100%,NA,TrifoliumbadiumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Trifolium montanum,2,Percentage of the species out of 100%,NA,TrifoliummontanumUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Valeriana montana,12,Percentage of the species out of 100%,NA,ValerianamontanaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AI,30,7,2019,UNIPD02 AI,Vicia cracca,2,Percentage of the species out of 100%,NA,ViciacraccaUNIPD02 AI30-7-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Calystegia sepium,3,Percentage of the species out of 100%,NA,CalystegiasepiumUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Centaurea nigrescens,4,Percentage of the species out of 100%,NA,CentaureanigrescensUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Cichorium intybus,23,Percentage of the species out of 100%,NA,CichoriumintybusUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Daucus carota,6,Percentage of the species out of 100%,NA,DaucuscarotaUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Echium vulgare,2,Percentage of the species out of 100%,NA,EchiumvulgareUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Galium lucidum,8,Percentage of the species out of 100%,NA,GaliumlucidumUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Leontodon hispidus,23,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Lotus corniculatus,8,Percentage of the species out of 100%,NA,LotuscorniculatusUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Scabiosa triandra,11,Percentage of the species out of 100%,NA,ScabiosatriandraUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Thymus sp,4,Percentage of the species out of 100%,NA,ThymusspUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AJ,20,8,2019,UNIPD02 AJ,Trifolium pratense,9,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AJ20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Agrimonia eupatoria,19,Percentage of the species out of 100%,NA,AgrimoniaeupatoriaUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Centaurea nigrescens,14,Percentage of the species out of 100%,NA,CentaureanigrescensUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Echium vulgare,2,Percentage of the species out of 100%,NA,EchiumvulgareUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Erigeron annuus,14,Percentage of the species out of 100%,NA,ErigeronannuusUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Leontodon hispidus,3,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Prunella vulgaris,9,Percentage of the species out of 100%,NA,PrunellavulgarisUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Ranunculus acris,14,Percentage of the species out of 100%,NA,RanunculusacrisUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Scabiosa triandra,14,Percentage of the species out of 100%,NA,ScabiosatriandraUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Thymus sp,3,Percentage of the species out of 100%,NA,ThymusspUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Trifolium pratense,5,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AK,20,8,2019,UNIPD02 AK,Verbena officinalis,5,Percentage of the species out of 100%,NA,VerbenaofficinalisUNIPD02 AK20-8-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Achillea millefolium,1,Percentage of the species out of 100%,NA,AchilleamillefoliumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Anthyllis vulneraria,5,Percentage of the species out of 100%,NA,AnthyllisvulnerariaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Betonica alopecurus,5,Percentage of the species out of 100%,NA,BetonicaalopecurusUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Carduus defloratus,1,Percentage of the species out of 100%,NA,CarduusdefloratusUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Carum carvi,3,Percentage of the species out of 100%,NA,CarumcarviUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Centaurea nervosa,5,Percentage of the species out of 100%,NA,CentaureanervosaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Clinopodium alpinus,1,Percentage of the species out of 100%,NA,ClinopodiumalpinusUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Epilobium angustifolium,1,Percentage of the species out of 100%,NA,EpilobiumangustifoliumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Geranium sylvaticum,3,Percentage of the species out of 100%,NA,GeraniumsylvaticumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Gypsophila repens,1,Percentage of the species out of 100%,NA,GypsophilarepensUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Helianthemum nummularium,5,Percentage of the species out of 100%,NA,HelianthemumnummulariumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Heracleum sphondylium,2,Percentage of the species out of 100%,NA,HeracleumsphondyliumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Horminum pyrenaicum,2,Percentage of the species out of 100%,NA,HorminumpyrenaicumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Hypericum maculatum,4,Percentage of the species out of 100%,NA,HypericummaculatumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Knautia arvensis,1,Percentage of the species out of 100%,NA,KnautiaarvensisUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Knautia longifolia,3,Percentage of the species out of 100%,NA,KnautialongifoliaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Lathyrus pratensis,12,Percentage of the species out of 100%,NA,LathyruspratensisUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Leontodon hispidus,3,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Leucanthemum vulgare,2,Percentage of the species out of 100%,NA,LeucanthemumvulgareUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Lilium bulbiferum,1,Percentage of the species out of 100%,NA,LiliumbulbiferumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Myosoton aquaticum,1,Percentage of the species out of 100%,NA,MyosotonaquaticumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Onobrychis montana,2,Percentage of the species out of 100%,NA,OnobrychismontanaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Phyteuma orbiculare,1,Percentage of the species out of 100%,NA,PhyteumaorbiculareUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Pimpinella major,1,Percentage of the species out of 100%,NA,PimpinellamajorUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Plantago media,1,Percentage of the species out of 100%,NA,PlantagomediaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Polygonum viviparum,1,Percentage of the species out of 100%,NA,PolygonumviviparumUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Potentilla erecta,2,Percentage of the species out of 100%,NA,PotentillaerectaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Ranunculus acris,6,Percentage of the species out of 100%,NA,RanunculusacrisUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Rhinanthus minor,6,Percentage of the species out of 100%,NA,RhinanthusminorUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Rubus sp,6,Percentage of the species out of 100%,NA,RubusspUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Saxifraga rotundifolia,2,Percentage of the species out of 100%,NA,SaxifragarotundifoliaUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Silene vulgaris,5,Percentage of the species out of 100%,NA,SilenevulgarisUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Thymus sp,1,Percentage of the species out of 100%,NA,ThymusspUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AL,30,7,2019,UNIPD02 AL,Trifolium pratense,5,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AL30-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Achillea millefolium,3,Percentage of the species out of 100%,NA,AchilleamillefoliumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Adenostyles alpina,3,Percentage of the species out of 100%,NA,AdenostylesalpinaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Arnica montana,1,Percentage of the species out of 100%,NA,ArnicamontanaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Aster alpinus,1,Percentage of the species out of 100%,NA,AsteralpinusUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Campanula scheuchzeri,2,Percentage of the species out of 100%,NA,CampanulascheuchzeriUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Carduus defloratus,5,Percentage of the species out of 100%,NA,CarduusdefloratusUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Carum carvi,1,Percentage of the species out of 100%,NA,CarumcarviUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Centaurea nervosa,2,Percentage of the species out of 100%,NA,CentaureanervosaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Cirsium erisithales,3,Percentage of the species out of 100%,NA,CirsiumerisithalesUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Crepis paludosa,3,Percentage of the species out of 100%,NA,CrepispaludosaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Epilobium angustifolium,3,Percentage of the species out of 100%,NA,EpilobiumangustifoliumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Heracleum sphondylium,4,Percentage of the species out of 100%,NA,HeracleumsphondyliumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Horminum pyrenaicum,1,Percentage of the species out of 100%,NA,HorminumpyrenaicumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Knautia longifolia,3,Percentage of the species out of 100%,NA,KnautialongifoliaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Lathyrus pratensis,3,Percentage of the species out of 100%,NA,LathyruspratensisUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Leontodon hispidus,4,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Leucanthemum vulgare,7,Percentage of the species out of 100%,NA,LeucanthemumvulgareUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Onobrychis montana,3,Percentage of the species out of 100%,NA,OnobrychismontanaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Parnassia palustris,1,Percentage of the species out of 100%,NA,ParnassiapalustrisUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Pimpinella major,3,Percentage of the species out of 100%,NA,PimpinellamajorUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Plantago media,1,Percentage of the species out of 100%,NA,PlantagomediaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Polygonum viviparum,2,Percentage of the species out of 100%,NA,PolygonumviviparumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Potentilla erecta,3,Percentage of the species out of 100%,NA,PotentillaerectaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Potentilla nitida,1,Percentage of the species out of 100%,NA,PotentillanitidaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Prunella grandiflora,3,Percentage of the species out of 100%,NA,PrunellagrandifloraUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Rhinanthus alectorolophus,7,Percentage of the species out of 100%,NA,RhinanthusalectorolophusUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Rhododendron hirsutum,1,Percentage of the species out of 100%,NA,RhododendronhirsutumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Scabiosa lucida,1,Percentage of the species out of 100%,NA,ScabiosalucidaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Silene vulgaris,1,Percentage of the species out of 100%,NA,SilenevulgarisUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Solidago virgaurea,1,Percentage of the species out of 100%,NA,SolidagovirgaureaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Stachys alopecurus,3,Percentage of the species out of 100%,NA,StachysalopecurusUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Trifolium badium,1,Percentage of the species out of 100%,NA,TrifoliumbadiumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Trifolium montanum,5,Percentage of the species out of 100%,NA,TrifoliummontanumUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Trifolium pratense,10,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AM,31,7,2019,UNIPD02 AM,Vicia sylvatica,2,Percentage of the species out of 100%,NA,ViciasylvaticaUNIPD02 AM31-7-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Achillea millefolium,2,Percentage of the species out of 100%,NA,AchilleamillefoliumUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Campanula barbata,1,Percentage of the species out of 100%,NA,CampanulabarbataUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Campanula scheuchzeri,5,Percentage of the species out of 100%,NA,CampanulascheuchzeriUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Carduus defloratus,5,Percentage of the species out of 100%,NA,CarduusdefloratusUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Carum carvi,3,Percentage of the species out of 100%,NA,CarumcarviUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Chaerophyllum hirsutum,5,Percentage of the species out of 100%,NA,ChaerophyllumhirsutumUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Cirsium heterophyllum,7,Percentage of the species out of 100%,NA,CirsiumheterophyllumUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Geranium phaeum,5,Percentage of the species out of 100%,NA,GeraniumphaeumUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Leontodon hispidus,9,Percentage of the species out of 100%,NA,LeontodonhispidusUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Senecio cordatus,28,Percentage of the species out of 100%,NA,SeneciocordatusUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Senecio rupestris,14,Percentage of the species out of 100%,NA,SeneciorupestrisUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Trifolium pratense,14,Percentage of the species out of 100%,NA,TrifoliumpratenseUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AN,10,8,2019,UNIPD02 AN,Trifolium repens,3,Percentage of the species out of 100%,NA,TrifoliumrepensUNIPD02 AN10-8-2019
5_Marini,UNIPD02 AO,9,8,2019,UNIPD02 AO,Achillea millefolium,14,Percentage of the species out of 100%,NA,AchilleamillefoliumUNIPD02 AO9-8-2019
5_Marini,UNIPD02 AO,9,8,2019,UNIPD02 AO,Aconitum degenii,1,Percentage of the species out of 100%,NA,AconitumdegeniiUNIPD02 AO9-8-2019
5_Marini,UNIPD02 AO,9,8,2019,UNIPD02 AO,Centaurea nigrescens,5,Percentage of the species out of 100%,NA,CentaureanigrescensUNIPD02 AO9-8-2019
5_Marini,UNIPD02 AO,9,8,2019,UNIPD02 AO,Cirsium heterophyllum,14,Percentage of the species out of 100%,NA,CirsiumheterophyllumUNIPD02 AO9-8-2019
5_Marini,UNIPD02 AO,9,8,2019,UNIPD02 AO,Galeopsis tetrahit,9,Percentage of the species out of 100%,NA,GaleopsistetrahitUNIPD02 AO9-8-2019
